id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
229,Malam Minggu Miko Movie,https://m.media-amazon.com/images/M/MV5BMjYzMjM2MWQtZGIxZi00Zjk3LTg1MzYtMmNkMzEyZDkyOTIzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2014,"This movie is a widescreen version of a TV series with the same name, and in the same universe as Cinta Dalam Kardus. The film still follows a boy named Miko who went through Saturday night after Saturday night in search of his true love.",Comedy,R,7.4,16,Indonesian,Raditya Dika,"['Ryan Adriandhy', 'Sheila Dara Aisha', 'Andovi Da Lopez', 'Jovial Da Lopez', 'Mentari De Marelle', 'Raditya Dika', 'Rina Hasyim', 'Suzuki Nobuyuki', 'Hadian Saputra', 'Henky Solaiman', nan, nan, nan, nan, nan]",90,13,-0.064632138,0.747606117,-0.12172098,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
230,Tabula Rasa,https://m.media-amazon.com/images/M/MV5BNjcwY2YyNTYtYzYzMi00YmUxLWJiZjgtOWJkY2I5YjU2ZTQ3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2014,"Hans was a young man from Serui, Papua, who has a dream to become a professional football player. But things turn out don't come his way, and when Hans had almost lost hope, he met Mak, a restaurant owners.",Drama,SU,7.6,118,Indonesian,Adriyanto Dewo,"['Jimmy Kobogau', 'Dewi Irawan', 'Yayu A.W. Unru', 'Ozzol Ramdan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",107,0,-2.682985269,0.896405553,-0.114182841,0.54146215,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
231,The Raid 2,https://m.media-amazon.com/images/M/MV5BMDMyNTMzZmYtNDIxYi00YTNkLWE2ZTMtM2M4ZGQwYTFjZTEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2014,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Action,R,8,112091,Indonesian,Gareth Evans,"['Iko Uwais', 'Arifin Putra', 'Tio Pakusadewo', 'Oka Antara', 'Alex Abbad', 'Cecep Arif Rahman', 'Julie Estelle', 'Very Tri Yulisman', 'Ryûhei Matsuda', ""Ken'ichi Endô"", 'Kazuki Kitamura', 'Yayan Ruhian', 'Cok Simbara', 'Roy Marten', 'Epy Kusnandar']",150,13,-0.064632138,1.194004423,8.160993987,3.486157674,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
232,After the Dark,https://m.media-amazon.com/images/M/MV5BMjIyNjY4MjM1OV5BMl5BanBnXkFtZTgwMTQyNzE4MDE@._V1_FMjpg_UX1000_.jpg,2013,"At an international school in Jakarta, a philosophy teacher challenges his class of twenty graduating seniors to choose which ten of them would take shelter underground and reboot the human race in the event of a nuclear apocalypse.",Drama,R,5.7,20979,English,John Huddles,"[""James D'Arcy"", 'Sophie Lowe', 'Daryl Sabara', 'Freddie Stroma', 'Rhys Wakefield', 'Bonnie Wright', 'Jacob Artist', 'George Blagden', 'Philippa Coulthard', 'Katie Findlay', 'Natasha Gott', 'Taser Hassan', 'Chanelle Bianca Ho', 'Darius Homayoun', 'Cinta Laura Kiehl']",107,13,-0.064632138,-0.517189082,1.427514388,0.54146215,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,5.700877125,-5.07937004,-0.061199006,
233,Coboy Junior: The Movie,https://m.media-amazon.com/images/M/MV5BMWUxMTVkOTgtMmNlNi00MGIyLWEyZDgtZWI5MzExN2QzZGIxXkEyXkFqcGc@._V1_QL75_UX130.5_.jpg,2013,"The young boy band group called Coboy Junior's (Bastian, Iqbal, Aldi, Kiki) struggle to participate in the biggest singing and dancing competition in Indonesia.",Drama,13+,3.8,125,Indonesian,Anggy Umbara,"['Iqbaal Dhiafakhri Ramadhan', 'Teuku Ryzki', 'Bastian Bintang Simbolon', 'Alvaro Maldini Siregar', 'Abimana Aryasatya', 'Nirina Zubir', 'Dewi Sandra', 'Iwa K.', 'Ananda Omesh', 'Irgi Fahrezi', 'Ersa Mayori', 'Charles Bonar Sirait', 'Meisya Siregar', 'Joe Project P.', 'Hera Helmy']",90,13,-0.064632138,-1.930783716,-0.113665517,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
234,The Sinking of Van Der Wijck,https://m.media-amazon.com/images/M/MV5BZDQ4MDMyODYtNmMyZC00MTBiLWE5ZGUtOWUxZGJlNzExOWE2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2013,"Adapted from a classic novel with the same title, the movie tells a love story between Zainuddin, Hayati, and Aziz. With the difference in social background lead Zainuddin and Hayati's true love to a tragedy on sailing Van Der Wijck ship.",Drama,13+,7.6,1023,Dutch,Sunil Soraya,"['Herjunot Ali', 'Pevita Pearce', 'Reza Rahadian', 'Randy Nidji', 'Gesya Shandy', 'Kevin Andrean', 'Arzetti Bilbina', 'Jajang C. Noer', nan, nan, nan, nan, nan, nan, nan]",164,13,-0.064632138,0.896405553,-0.047300333,4.444895751,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,16.34013464,-0.175411604,-5.07937004,-0.061199006,
235,V/H/S/2,https://m.media-amazon.com/images/M/MV5BODg4OTMxNDAxMV5BMl5BanBnXkFtZTcwMjM4ODQ0OQ@@._V1_FMjpg_UX1000_.jpg,2013,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.",Horror,R,6,35414,English,Simon Barrett,"['Lawrence Michael Levine', 'Kelsy Abbott', 'L.C. Holt', 'Simon Barrett', 'Mindy Robinson', 'Mónica Sánchez Navarro', 'Adam Wingard', 'Hannah Hughes', 'John T. Woods', 'Corrie Lynn Fitzpatrick', 'Brian Udovich', 'John Karyus', 'Casey Adams', 'Jay Saunders', 'Bette Cassatt']",96,13,-0.064632138,-0.293989929,2.494308861,-0.211832054,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,5.700877125,-5.07937004,-0.061199006,
236,Habibie & Ainun,https://m.media-amazon.com/images/M/MV5BNDk3ZDY3MjQtYjQ5Zi00M2EyLTk1YmMtNmNhMTY3MzExOGU3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2012,"This movie is based on the memoir written by the 3rd President of Indonesia and one of the world-famous engineer, B.J. Habibie about his wife, Hasri Ainun Habibie.",Biography,13+,7.6,1783,Indonesian,Faozan Rizal,"['Reza Rahadian', 'Bunga Citra Lestari', 'Tio Pakusadewo', 'Ratna Riantiarno', 'Mike Lucock', 'Raditya Argoebie', 'Vitta Mariana Barrazza', 'Bayu Oktara', 'T. Rifnu Wikana', 'Esa Septian Pramudha Sigit', 'Marsha Natika', 'Genthong Hari Selo Ali', 'Watie Wibowo', 'Mikael Antonius L.', 'Fabian M. Yahva']",120,13,-0.064632138,0.896405553,0.008866193,1.431718936,-0.313625024,-0.260248119,-0.061199006,5.700877125,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
237,Tali Pocong Perawan 2,https://m.media-amazon.com/images/M/MV5BZDdkNmE0NTktODk2NC00ZDUzLWJjZDQtY2RkMzE0NzAwNzFkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2012,"Tania was a closeted girl who secretly liked Jordy. So she could only watch helplessly when Grace approached Jordy. One day, Janet, her neighbor, gave the idea to use the Virgin Pocong Rope to bewitch Jordy.",Horror,17+,4.2,20,Indonesian,Volkan Maida,"['Wiwid Gunawan', 'Icha Anisa', 'Framly Daniel', 'Bella Esperance', 'Nikita Mirzani', 'Kartika Putri', nan, nan, nan, nan, nan, nan, nan, nan, nan]",84,17,0.741014979,-1.633184846,-0.121425366,-1.033607549,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
238,Dilema,https://m.media-amazon.com/images/M/MV5BMTY0ZWE5YzgtMjAyZC00N2Q5LWI2MDUtOWUxMzVlYmM5OWY2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2011,"Dilemma is an omnibus film, five stories that depict dark side of Jakarta's underbelly. Jakarta's underground world that seldom to talk about, and forgotten by most of the people.",Crime,D,7.2,61,Indonesian,Adilla Dimitri,"['Kenes Andari', 'Abimana Aryasatya', 'Ario Bayu', 'Rangga Djoned', 'Wulan Guritno', 'Roy Marten', 'Jajang C. Noer', 'Tio Pakusadewo', 'Pevita Pearce', 'Reza Rahadian', 'Slamet Rahardjo', 'Ray Sahetapy', 'Lukman Sardi', 'Verdi Solaiman', 'Roy Sungkono']",100,21,1.546662096,0.598806682,-0.11839533,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,9.398581453,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
239,Garuda di Dadaku 2,https://m.media-amazon.com/images/M/MV5BNTFkZDNhYjYtN2FlOS00NGViLWFlNGUtNDYwZGQyOWU3NGRjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2011,A star player on a national youth soccer team finds a lot of burden from all directions placed on his young shoulders.,Drama,SU,6.4,104,Indonesian,Rudy Soedjarwo,"['Emir Mahira', 'Aldo Tansani', 'Maudy Koesnaedi', 'Ramzi', 'Rio Dewanto', 'Monica Sayangbati', 'Rendy Khrisna', 'Aliando Syarief', 'Mayo Ramzi Fuhaira', 'Miguel Thomas', 'Joshua Pandelaki', 'Rahmat Ee', 'Agon', 'Dorman Borrisman', 'Riyanto Hasyim']",100,0,-2.682985269,0.003608942,-0.115217487,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
240,Love Story,https://m.media-amazon.com/images/M/MV5BNjZjZmY5OTQtMTA0Ni00ODMxLWFiMjgtZjFlZmEyNjEwZjVhXkEyXkFqcGc@._V1_QL75_UX130.5_.jpg,2011,"Ranti and Galih from two different villages are in love and make plans to marry. But the villagers forbid their love as they believe that if the villages are united by a marriage, the disaster will strike.",Drama,17+,7.3,27,Indonesian,Hanny Saputra,"['Acha Septriasa', 'Irwansyah', 'Henidar Amroe', 'Donny Damara', 'Bella Graceva', 'Maudy Koesnaedi', 'Reza Pahlevi', 'Reza Rahadian', nan, nan, nan, nan, nan, nan, nan]",96,17,0.741014979,0.6732064,-0.120908043,-0.211832054,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
241,Mortal Enemies,https://m.media-amazon.com/images/M/MV5BMTEzMDAxMjg5MzReQTJeQWpwZ15BbWU4MDI0NTk1NjEx._V1_FMjpg_UX1000_.jpg,2011,After making a brotherly bond with a fellow orphan and reunited by tragedy they fight to save Verdy's fiancée and stop the international crime scandal together.,Action,R,6.1,105,English,Asun Mawardi,"['Robin Shou', 'Verdy Bhawanta', 'Yayu A.W. Unru', 'Marcio Fernando Da Silva', 'Andrew Lincoln Suleiman', 'Karina Nadila', 'Andry Ganda Wijaya', nan, nan, nan, nan, nan, nan, nan, nan]",103,13,-0.064632138,-0.219590211,-0.115143584,0.267536985,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,5.700877125,-5.07937004,-0.061199006,
242,Suster Keramas 2,https://m.media-amazon.com/images/M/MV5BOGJmZDI5ZmItY2VlZS00ZTdiLWExNGQtZmJmMjdmZjRkZGFlXkEyXkFqcGc@._V1_QL75_UX124.5_.jpg,2011,"Three motorbike racers, a tour guide, and a Japanese tourist named Sachiko (Sora Aoi) coincidentally meet in a hospital after involved in accidents. As soon as they reach there, they feel strange things happening in the hospital.",Comedy,17+,3.9,53,Indonesian,Findo Purwono,"['Ricky Harun', 'Zidni Adam Zawas', 'Sora Aoi', 'Marcell Darwin', 'Violenzia Jeanette', 'Eva Asmarani', 'Tasya Djerly Emor', nan, nan, nan, nan, nan, nan, nan, nan]",80,17,0.741014979,-1.856383998,-0.118986557,-1.307532714,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
243,The Raid: Redemption,https://m.media-amazon.com/images/M/MV5BOGUxM2Q0MzItZDRmYy00ZWY1LWFiNzctNmY3Njg2ODJjZWNmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2011,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Action,R,7.6,187222,Indonesian,Gareth Evans,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Pierre Gruno', 'Ray Sahetapy', 'Tegar Satrya', 'Iang Darmawan', ""Eka 'Piranha' Rahmadia"", 'Verdi Solaiman', 'Alfridus Godfred', 'Rully Santoso', 'Melkias Ronald Torobi', 'Johanes Tuname', 'Sofyan Alop']",101,13,-0.064632138,0.896405553,13.71342457,0.130574402,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
244,Pengantin Pantai Biru,https://m.media-amazon.com/images/M/MV5BYzEwMDI2NmQtNmUxMS00OTI0LTg1M2QtMGU2NzVjMWJmNGNhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2010,"Having vacation on the beach, a group of friends hunted by a ghost bride who was raped and had her fiance killed a long time ago while honeymoon on the same place.",Horror,D,2.5,26,Indonesian,Nayato Fio Nuala,"['Cathrine Wilson', 'Keith Foo', 'Uli Auliani', 'Cynthiara Alona', 'Debby Ayu', 'Fendi Trihartanto', 'Yoga Hoebnerj', 'Torro Margens', 'Kanz Randhawa', nan, nan, nan, nan, nan, nan]",74,21,1.546662096,-2.897980045,-0.120981946,-1.718420462,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
245,Cin(T)a,https://m.media-amazon.com/images/M/MV5BNGE4NDY0YTgtMTJkMi00ZmIxLTgzODMtZmUyMmE0OGJjN2UxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2009,Cina and Annisa love God and God loves them both. But Cina and Annisa cannot love each other because they call God by different names,Drama,D,7.1,224,Indonesian,Sammaria Simanjuntak,"['Sahat Gultom', 'Saira Jihan', 'Sunny Soon', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",79,21,1.546662096,0.524406965,-0.106349088,-1.376014005,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
246,Garuda di Dadaku,https://m.media-amazon.com/images/M/MV5BNDk0ZDBhODQtNTQxZC00YTcxLThiMTYtY2E3ZjBlMWZkYzA0XkEyXkFqcGc@._V1_QL75_UX151.5_.jpg,2009,Talented 12-year-old boy dreams of becoming a great soccer player despite his loving grandfather's stern disapproval.,Drama,SU,6.6,236,Indonesian,Ifa Isfansyah,"['Emir Mahira', 'Aldo Tansani', 'Marsha Aruan', 'Ikranagara', 'Maudy Koesnaedi', 'Ramzi', 'Ari Sihasale', 'Baron Yusuf Siregar', 'Wilson Klein Sugianto', 'Landung Simatupang', 'Leroy Osmani', 'Marah Laut', 'Ben Kalalo', 'Abizar', 'Andi Bersama']",97,0,-2.682985269,0.152408377,-0.105462249,-0.143350763,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
247,Keramat,https://m.media-amazon.com/images/M/MV5BMTQ2NGIyMjAtNGM1YS00ODBjLWJhNjEtM2FiZjUwZGJhNTU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2009,"A behind-the-scenes story of a group of filmmakers that turns into a terrifying journey to the other ""world"" to save their mythically missing actress, Migi, by a supernatural power.",Horror,D,6.8,269,Indonesian,Monty Tiwa,"['Poppy Sovia', 'Migi Parahita', 'Sadha Triyudha', 'Miea Kusuma', 'Dimas Projosujadi', 'Diaz Ardiawan', 'Brama Sutasara', 'Monty Tiwa', nan, nan, nan, nan, nan, nan, nan]",80,21,1.546662096,0.301207812,-0.103023439,-1.307532714,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
248,Merantau,https://m.media-amazon.com/images/M/MV5BMTc4NDM3MDg4OV5BMl5BanBnXkFtZTcwNTM3ODc4Mg@@._V1_FMjpg_UX1000_.jpg,2009,A young man from the countryside uses his skills in silat martial arts to survive the slave trade.,Action,R,6.7,9991,Indonesian,Gareth Evans,"['Iko Uwais', 'Sisca Jessica', 'Christine Hakim', 'Mads Koudal', 'Yusuf Aulia', 'Alex Abbad', 'Yayan Ruhian', 'Laurent Buson', 'Donny Alamsyah', 'Ratna Galih', 'Libby Brien', 'Raiya Galih', 'Rahyma Yanii', nan, nan]",134,13,-0.064632138,0.226808094,0.615464671,2.390457014,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
249,Perempuan Berkalung Sorban,https://m.media-amazon.com/images/M/MV5BZTBmY2Y1YjctZjY2MC00Zjk5LThiZDgtNmYxZWU1NDk1MTFkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2009,"The story of a woman sacrifice and struggle, as a child as well as a mother and a wife, in the environment of the clerics' family in the Islamic Boarding School because she received unfair approval.",Drama,17+,6.7,120,Indonesian,Hanung Bramantyo,"['Revalina S. Temat', 'Joshua Pandelaki', 'Widyawati', 'Oka Antara', 'Reza Rahadian', 'Ida Leman', 'Leroy Osmani', 'Frans Christianto', 'Berliana Febryanti', 'Erron Lebang', 'Tika Putri', 'Risty Tagor', 'Francine Roosenda', 'Pangky Suwito', 'Piet Pagau']",131,17,0.741014979,0.226808094,-0.114035034,2.18501314,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
250,Hantu Jembatan Ancol,https://m.media-amazon.com/images/M/MV5BMjAyNTEzZTgtZjY5YS00ZGY1LWJiODQtZDQ5NjI0ZjJjYjhiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2008,"NIKKO (BEN JOSHUA) 20 years old, handsome, last semester student, engages to a beautiful and smart woman, DONNA (NIA RAMADHANI), 19 years old. Nikko loves donna very much, and so does the ...",Horror,D,3.7,23,Indonesian,Arie Azis,"['Dennis Adhiswara', 'Nadila Ernesta', 'Ben Joshua', 'Nia Ramadhani', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",90,21,1.546662096,-2.005183434,-0.121203656,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
251,Kereta Hantu Manggarai,https://m.media-amazon.com/images/M/MV5BZTNkOTJkZTMtZWE4MS00MzQ1LTgxMGUtYzVhZmVmNzZmMzAyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2008,"A group of teenagers performs a ritual to ""summon"" and board a train that is said to be a ghost train, to find their member's missing sister. On the train, they experience various terrible events.",Horror,R,5.1,195,Indonesian,Nayato Fio Nuala,"['Sheila Marcia', 'Melvin Giovanie', 'Stefanie Hariadi', 'Nadila Ernesta', 'Gianina Emanuela', 'Fendi Trihartanto', 'Rina Hasyim', 'Abio Abie', 'Diah Cempaka Sari', nan, nan, nan, nan, nan, nan]",89,13,-0.064632138,-0.963587387,-0.108492285,-0.691201093,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
252,Laskar Pelangi,https://m.media-amazon.com/images/M/MV5BODkxZDY2ZjMtYTVmMy00ZmZkLWIzZjEtMjk1NDU5OTQ2NDZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2008,"In the 1970s, a group of 10 students struggles with poverty and develop hopes for the future in Gantong Village on the farming and tin mining island of Belitung off the east coast of Sumatra.",Adventure,SU,7.8,2045,Indonesian,Riri Riza,"['Cut Mini Theo', 'Zulfanny', 'Ikranagara', 'Lukman Sardi', 'Ferdian', 'Tora Sudiro', 'Ario Bayu', 'Slamet Rahardjo', 'Mathias Muchus', 'Rieke Dyah Pitaloka', 'Verrys Yamarno', 'T. Rifnu Wikana', 'Alex Komang', 'Jajang C. Noer', 'Robby Tumewu']",124,0,-2.682985269,1.045204988,0.028228863,1.705644101,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
253,Tali Pocong Perawan,https://m.media-amazon.com/images/M/MV5BNzg5ZTI3NDctMWFlMi00Y2ExLTgxMzgtYTQ3ZGI2OGI5MDlkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2008,A jealous young man tries to steal his brother's girlfriend using the power of an ancient myth.,Horror,SU,3.4,58,Indonesian,Arie Azis,"['Dewi Perssik', 'Ramon Y. Tungka', 'Ibnu Jamil', 'Endhita', 'Dwi Putrantiwi', 'Zora Vidyanata', 'Cathrine Wilson', nan, nan, nan, nan, nan, nan, nan, nan]",105,0,-2.682985269,-2.228382586,-0.11861704,0.404499567,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
254,The Tarix Jabrix,https://m.media-amazon.com/images/M/MV5BYjBiNjAyODgtOTM4Ny00YmYyLWE0OTgtMWFmY2RlZWI4Zjk5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2008,"Starting from the desire of Cacing, an energetic natural born leader, wants to become a member of The Road Devil, the most brutal and feared Motorcycle Gang in the City of Bandung. But he always fails when undergoing tests or exams.",Comedy,SU,6.7,90,Indonesian,Iqbal Rais,"['Tria Changcut', 'Erick Changcut', 'Qibil Changcut', 'Alda Changcut', 'Dipa Changcut', 'Carissa Putri', 'Francine Roosenda', 'Ario Bayu', 'Sam Bimbo', 'Edi Brokoli', 'Sellen Fernandez', 'Sisca Jessica', 'Iga Mawarni', nan, nan]",95,0,-2.682985269,0.226808094,-0.116252134,-0.280313345,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
